record_id,record_class,manufacturer,device_model,device_variant,module_role,sensor_model,sensor_width_mm,sensor_height_mm,sensor_diagonal_mm,source_observation,provenance_method,evidence_tier,lcrd_status,tps_use,original_confidence,original_verification_status,source_title,source_url,usage_note,qa_flags,notes,coverage_priority,cutoff_reason,cutoff_note,audit_priority,qa_pass4_flags,freeze_qa_flags,v0_1_release_status
panasonic_lumix_dmc_gh4,dedicated_camera,Panasonic,Lumix DMC-GH4,,main,,17.3,13.0,21.64,,published,C,good_reference,yes,confirmed,compiled_spec_value,Panasonic specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
panasonic_lumix_dmc_gx8,dedicated_camera,Panasonic,Lumix DMC-GX8,,main,,17.3,13.0,21.64,,published,C,good_reference,yes,confirmed,compiled_spec_value,Panasonic specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
pentax_645z,dedicated_camera,Pentax,645Z,,main,,43.8,32.8,54.72,,published,C,good_reference,yes,confirmed,compiled_spec_value,Pentax specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
pentax_k_1,dedicated_camera,Pentax,K-1,,main,,35.9,24.0,43.1834,,published,C,good_reference,yes,confirmed,compiled_spec_value,Pentax specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
pentax_k_1_mark_ii,dedicated_camera,Pentax,K-1 Mark II,,main,,35.9,24.0,43.1834,,published,C,good_reference,yes,confirmed,compiled_spec_value,Pentax specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
pentax_kp,dedicated_camera,Pentax,KP,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Pentax specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
phantom_flex_4k,dedicated_camera,Phantom,Flex 4K,,main,,27.6,15.5,31.6545,,published,C,good_reference,yes,confirmed,compiled_spec_value,Vision Research technical specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
red_dsmc2,dedicated_camera,RED,DSMC2,,main,,,,,,unresolved,E,platform_parent,no,unresolved,not_single_resolvable_sensor,"DSMC2 is a camera platform; RED offered DRAGON, HELIUM, GEMINI, MONSTRO and other sensor variants.",,Select a sensor-specific DSMC2 child record; never calculate from the platform parent.,platform_parent_not_sensor,Platform parent only. Resolve to actual DSMC2 sensor variant (DRAGON/HELIUM/GEMINI/MONSTRO) before TPS calculation.,secondary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,platform_parent_not_sensor,,retain_nonblocking
red_dsmc2_dragon_6k,dedicated_camera,RED,DSMC2 DRAGON 6K,,main,RED DRAGON,30.7,15.8,34.5272,30.7 x 15.8 mm,published,A,verified,yes,confirmed,primary_source_verified,RED DSMC2 DRAGON 6K Technical Specifications,https://docs.red.com/955-0176/DSMC2DRAGONOperationGuide/en-us/Content/A_TechSpecs/Specs_WEAPON_6K_CF.htm,Use automatically when this DSMC2 sensor variant is identified.,,Sensor-specific child of generic DSMC2 platform record.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
red_dsmc2_gemini_5k_s35,dedicated_camera,RED,DSMC2 GEMINI 5K S35,,main,GEMINI,30.72,18.0,35.605,30.72 x 18.0 mm,published,A,verified,yes,confirmed,primary_source_verified,RED DSMC2 GEMINI 5K S35 Technical Specifications,https://docs.red.com/955-0172_v7.0/DSMC2GEMINIOperationGuide/Content/A_TechSpecs/Specs_DSMC2_GEMINI.htm,Use automatically when this DSMC2 sensor variant is identified.,,Sensor-specific child of generic DSMC2 platform record.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
red_dsmc2_helium_8k_s35,dedicated_camera,RED,DSMC2 HELIUM 8K S35,,main,HELIUM,29.9,15.77,33.8039,29.9 x 15.77 mm,published,A,verified,yes,confirmed,primary_source_verified,RED DSMC2 HELIUM 8K S35 Technical Specifications,https://docs.red.com/955-0171_v7.0/DSMC2HELIUMOperationGuide/Content/A_TechSpecs/Specs_DSMC2_HELIUM.htm,Use automatically when this DSMC2 sensor variant is identified.,,Sensor-specific child of generic DSMC2 platform record.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
red_dsmc2_monstro_8k_vv,dedicated_camera,RED,DSMC2 MONSTRO 8K VV,,main,MONSTRO,40.96,21.6,46.3064,40.96 x 21.6 mm,published,A,verified,yes,confirmed,primary_source_verified,RED DSMC2 MONSTRO 8K VV Technical Specifications,https://docs.red.com/955-0170/DSMC2MONSTROOperationGuide/en-us/Content/A_TechSpecs/Specs_DSMC2_MONSTRO_Mono.htm,Use automatically when this DSMC2 sensor variant is identified.,,Sensor-specific child of generic DSMC2 platform record.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
ricoh_theta_x,dedicated_camera,Ricoh,Theta X,,main,,6.4,4.8,8.0,,inferred,C,good_estimate,yes,provisional,inferred_from_published_sensor_class,1/2-inch sensor class; physical dimensions inferred,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing;provisional_guess,physical_camera v0.1 cutoff: retained as best-available working geometry; future source strengthening is non-blocking.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P1_guess,source_url_missing;provisional_guess,,ship
ricoh_theta_z1,dedicated_camera,Ricoh,Theta Z1,,main,,13.2,8.8,15.8644,,published,C,good_reference,yes,confirmed,compiled_spec_value,Ricoh 1-inch sensor specification,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sigma_fp,dedicated_camera,Sigma,fp,,main,,35.9,23.9,43.1279,,published,A,verified,yes,confirmed,primary_source_verified,Sigma specifications,https://www.sigma-global.com/en/cameras/fp/,Use automatically.,,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
sigma_fp_l,dedicated_camera,Sigma,fp L,,main,,35.9,23.9,43.1279,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sigma specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sony_alpha_a1,dedicated_camera,Sony,Alpha A1,,main,,35.9,24.0,43.1834,,published,A,verified,yes,confirmed,primary_source_verified,Sony specifications,https://www.sony.com/electronics/support/e-mount-body-ilce-1-series/ilce-1/specifications,Use automatically.,,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
sony_alpha_a5000,dedicated_camera,Sony,Alpha A5000,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sony specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sony_alpha_a5100,dedicated_camera,Sony,Alpha A5100,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sony specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sony_alpha_a6000,dedicated_camera,Sony,Alpha A6000,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sony specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sony_alpha_a6100,dedicated_camera,Sony,Alpha A6100,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sony specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sony_alpha_a6300,dedicated_camera,Sony,Alpha A6300,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sony specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sony_alpha_a6400,dedicated_camera,Sony,Alpha A6400,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sony specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sony_alpha_a6500,dedicated_camera,Sony,Alpha A6500,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sony specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sony_alpha_a6600,dedicated_camera,Sony,Alpha A6600,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sony specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
sony_alpha_a6700,dedicated_camera,Sony,Alpha A6700,,main,,23.3,15.5,27.9846,,published,A,verified,yes,confirmed,primary_source_verified_previous_pass,Sony specifications,https://www.sony.com/electronics/support/e-mount-body-ilce-6000-series/ilce-6700/specifications,Use automatically.,,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
sony_alpha_a7,dedicated_camera,Sony,Alpha A7,,main,,35.8,23.9,43.0447,,published,A,verified,yes,confirmed,primary_source_verified,Sony specifications,https://www.sony.com/electronics/support/e-mount-body-ilce-7-series/ilce-7/specifications,Use automatically.,,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
sony_alpha_a7_ii,dedicated_camera,Sony,Alpha A7 II,,main,,35.8,23.9,43.0447,,published,A,verified,yes,confirmed,primary_source_verified,Sony specifications,https://www.sony.com/electronics/support/e-mount-body-ilce-7-series/ilce-7m2/specifications,Use automatically.,,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
sony_alpha_a7_iii,dedicated_camera,Sony,Alpha A7 III,,main,,35.6,23.8,42.8229,,published,C,good_reference,yes,confirmed,compiled_spec_value,Sony specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
