aliases,audit_priority,confidence,coverage_class,coverage_priority,cutoff_note,cutoff_reason,device,device_model,device_variant,dimension_method,dimension_status,dragonframe_supported,evidence_tier,freeze_qa_flags,id,kind,lcrd_status,manufacturer,model,module_role,notes,observation_id,optical_format,original_confidence,original_verification_status,platform_priority,provenance_method,qa_flags,qa_pass4_flags,record_class,record_id,sensor_diagonal_mm,sensor_height_mm,sensor_model,sensor_name,sensor_width_mm,source_id,source_note,source_observation,source_title,source_type,source_url,subject_id,tps_use,usage_note,v0_1_release_status,verification_status
,P1_guess,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 13 mini,,,,,D,,,research_pass,best_available_guess,Apple,,rear_main,DPReview reports 35.2 mm² / Type 1/1.9; normalized to ~4:3 dimensions.,observation:research:1cd6b119122375633a45,,probable,,,area_reconstruction,provisional_guess,,mobile_camera_module,apple_iphone_13_mini_rear_main,8.564,5.14,,,6.85,source:dpreview:6959baaf02eac9c6,,,DPReview,,https://www.dpreview.com/articles/6780391159/all-apple-iphone-13-and-13-pro-camera-upgrades-explained/,camera_module:apple:iphone-13-mini:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,provisional,,,,,Galaxy S20,,,optical_format_conversion,,,,,samsung_galaxy_s20_rear_telephoto,research_pass,,Samsung,,rear_telephoto,High-resolution crop-tele module; exact format/source requires audit.,observation:research:1ce5664bc49c7c7661fe,"1/1.72""",,,,,,,,,,5.581,,,7.442,source:compiled-galaxy-s-specification:b02bc085d3377423,,,Compiled Galaxy S specification,,,camera_module:samsung:galaxy-s20:rear-telephoto,,,,
,,provisional,,,,,Xperia 5 III,,,optical_format_conversion,,,,,sony_xperia_5_iii_rear_main,research_pass,,Sony,,rear_main,,observation:research:1cfc5f0fffe520cc039c,"1/1.7""",,,,,,,,,,5.647,,,7.529,source:compiled-xperia-camera-specification:6b7e5e9ce93608ab,,,Compiled Xperia camera specification,,,camera_module:sony:xperia-5-iii:rear-main,,,,compiled_spec_value
,,confirmed,physical_camera,,,,,,,,complete,True,,,fujifilm_x_m5,research_pass,,Fujifilm,X-M5,,,observation:research:1d1cccc74321a79144e7,,,,,published,,,,,,15.6,,,23.5,source:fujifilm-specifications:bb835647e7b0d861,Fujifilm specifications,,,,,camera:fujifilm:x-m5,,,,compiled_spec_value
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S24 Ultra,,,,,C,,,research_pass,good_estimate,Samsung,,rear_ultrawide,,observation:research:1d5bc77921807cbfab2b,,probable,,,optical_format_conversion,,,mobile_camera_module,samsung_galaxy_s24_ultra_rear_ultrawide,6.275,3.765,,,5.02,source:phonearena:a6755354d993534a,,"1/2.55""",PhoneArena,,https://origin.phonearena.com/phones/Samsung-Galaxy-S24-Ultra_id12115,camera_module:samsung:galaxy-s24-ultra:rear-ultrawide,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_1ds_mark_iii,research_pass,,Canon,EOS 1Ds Mark III,,,observation:research:1d74bf774f6cfb8f3548,,,,,published,,,,,,24.0,,,36.0,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-1ds-mark-iii,,,,compiled_spec_value
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 14 Pro Max,,,,,B,,,research_pass,strong_derived,Apple,,rear_main,DPReview publishes 9.8 × 7.3 mm.,observation:research:1dbfdd7473629d882b20,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_14_pro_max_rear_main,12.2201,7.3,,,9.8,source:dpreview:24e153a5783f91e7,,,DPReview,,https://www.dpreview.com/articles/apples-iphone-14-and-14-pro-imaging-tech-examined/,camera_module:apple:iphone-14-pro-max:rear-main,yes,Use automatically; preserve derivation provenance.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_r7,research_pass,,Canon,EOS R7,,,observation:research:1de771609ed1368a4cc3,,,,,published,,,,,,14.8,,,22.3,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-r7,,,,primary_source_verified_previous_pass
,P1_guess,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,BRIO 4K,,,,,D,,,research_pass,best_available_guess,Logitech,,main,physical_camera,observation:research:1dfad2aa233713b30135,,provisional,inferred_from_published_sensor_class,,inferred,source_url_missing;provisional_guess,,dedicated_camera,logitech_brio_4k,8.0,4.8,,,6.4,source:1-2-inch-sensor-class-dimensions-inferred-from-optical-format:9caf2ff3c9a9d3a7,,,1/2-inch sensor class; dimensions inferred from optical format,,,camera:logitech:brio-4k,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_c50,research_pass,,Canon,EOS C50,,,observation:research:1e1d78d9d8253cb7c8ce,,,,,published,,,,,,23.9,,,35.9,source:canon-eos-c50-specifications:a87e1b4d34fe424e,Canon EOS C50 specifications,,,,https://www.usa.canon.com/support/p/eos-c50,camera:canon:eos-c50,,,,primary_source_verified
,,probable,,,,,iPhone 14 Pro,,,direct_mm_secondary,,,,,apple_iphone_14_pro_rear_ultrawide,research_pass,,Apple,,rear_ultrawide,DPReview publishes 5.6 × 4.2 mm.,observation:research:1e4db0688694aecd4501,,,,current_os_supported,,,,,,,4.2,,,5.6,source:dpreview:24e153a5783f91e7,,,DPReview,,https://www.dpreview.com/articles/apples-iphone-14-and-14-pro-imaging-tech-examined/,camera_module:apple:iphone-14-pro:rear-ultrawide,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Alpha A7S,,,,,C,,,research_pass,good_reference,Sony,,main,physical_camera,observation:research:1e5626da98136bd51556,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,sony_alpha_a7s,42.8229,23.8,,,35.6,source:sony-specifications:87f4ccb73926fbcc,,,Sony specifications,,,camera:sony:alpha-a7s,yes,Good working value; source audit still desirable.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xiaomi 13 Ultra,,,,,D,,,research_pass,best_available_guess,Xiaomi,,rear_ultrawide,,observation:research:1e9020f4a03d4fde0e6b,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,xiaomi_xiaomi_13_ultra_rear_ultrawide,6.375,3.825,,,5.1,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/2.51""",Compiled device camera specification,,,camera_module:xiaomi:xiaomi-13-ultra:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 11,,,,,C,,,research_pass,good_estimate,Apple,,rear_ultrawide,Type ~1/3.4 class; exact active dimensions need audit.,observation:research:1e9f04b3dae6b7799d2e,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_11_rear_ultrawide,5.0,3.0,,,4.0,source:compiled-phonearena-family-specification:8284b05ffc809e09,,,Compiled/PhoneArena family specification,,https://www.phonearena.com/phones/Apple-iPhone-11-Pro_id11239,camera_module:apple:iphone-11:rear-ultrawide,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,probable,,,,,Pixel 7 Pro,,,optical_format_conversion,,,,,google_pixel_7_pro_rear_ultrawide,research_pass,,Google,,rear_ultrawide,,observation:research:1ec31a8c7260930a733b,"1/2.9""",,,,,,,,,,3.31,,,4.414,source:phonearena:b58b028801fa8e22,,,PhoneArena,,https://www.phonearena.com/phones/Google-Pixel-7-Pro_id11907,camera_module:google:pixel-7-pro:rear-ultrawide,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,D5,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:1ed61cc16ddd9e5ef56a,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_d5,43.1279,23.9,,,35.9,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:d5,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S24,,,,,C,,,research_pass,good_estimate,Samsung,,rear_telephoto_3x,,observation:research:1f306fe2f5ecc098fe34,,probable,,,optical_format_conversion,source_url_missing,,mobile_camera_module,samsung_galaxy_s24_rear_telephoto_3x,4.0614,2.437,Samsung S5K3K1,,3.249,source:phonearena-compiled:e3262dc3ff97ab9a,,"1/3.94""",PhoneArena/compiled,,,camera_module:samsung:galaxy-s24:rear-telephoto-3x,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_1d_mark_iv,research_pass,,Canon,EOS 1D Mark IV,,,observation:research:1f433acac711fdad8397,,,,,published,,,,,,18.6,,,27.9,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-1d-mark-iv,,,,compiled_spec_value
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Phone (3a),,,,,D,,,research_pass,best_available_guess,Nothing,,rear_main,,observation:research:1f52d5fea0a12a6cae9e,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,nothing_phone_3a_rear_main,10.1914,6.115,,,8.153,source:compiled-nothing-camera-specification:13dc153157432454,,"1/1.57""",Compiled Nothing camera specification,,,camera_module:nothing:phone-3a:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Alpha A7C,,,,,C,,,research_pass,good_reference,Sony,,main,physical_camera,observation:research:1f6ade126ca692cf0c2b,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,sony_alpha_a7c,42.8229,23.8,,,35.6,source:sony-specifications:87f4ccb73926fbcc,,,Sony specifications,,,camera:sony:alpha-a7c,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS 1000D,,,,,C,,,research_pass,good_reference,Canon,,main,physical_camera,observation:research:1f70f3460d6100944ece,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,canon_eos_1000d,26.8198,14.9,,,22.3,source:canon-specifications-technical-database:c69c39dd7666417c,,,Canon specifications / technical database,,,camera:canon:eos-1000d,yes,Good working value; source audit still desirable.,,
,,probable,,,,,iPhone 17 Pro,,,optical_format_conversion,,,,,apple_iphone_17_pro_rear_ultrawide,research_pass,,Apple,,rear_ultrawide,Source reports Type 1/2.55.,observation:research:1f8a8367b84a81439192,,,,current_os_supported,,,,,,,4.2,,,5.6,source:phonearena:957d814dfbaebab0,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-17-Pro_id12495,camera_module:apple:iphone-17-pro:rear-ultrawide,,,,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 14 Pro Max,,,,,B,,,research_pass,strong_derived,Apple,,rear_telephoto,DPReview publishes 4 × 3 mm.,observation:research:1fb24566607c2bcb8ebf,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_14_pro_max_rear_telephoto,5.0,3.0,,,4.0,source:dpreview:24e153a5783f91e7,,,DPReview,,https://www.dpreview.com/articles/apples-iphone-14-and-14-pro-imaging-tech-examined/,camera_module:apple:iphone-14-pro-max:rear-telephoto,yes,Use automatically; preserve derivation provenance.,,
,,provisional,,,,,Pixel 8,,,optical_format_conversion,,,,,google_pixel_8_rear_ultrawide,research_pass,,Google,,rear_ultrawide,,observation:research:1fde2fded4ddc2bf79e0,"1/3.1""",,,,,,,,,,3.097,,,4.129,source:compiled-pixel-specification:8fc0e95587125599,,,Compiled Pixel specification,,,camera_module:google:pixel-8:rear-ultrawide,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,D2X,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:1ff4c0864dad09307eeb,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_d2x,28.4285,15.7,,,23.7,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:d2x,yes,Good working value; source audit still desirable.,,
,P3_verified_or_secondary,,,secondary,Keep in LCRD; lower audit priority than current-iOS devices.,recently_outside_current_ios,,iPhone XS Max,,,,,C,,,research_pass,good_estimate,Apple,,rear_main,Current security-supported legacy tier; dimensions normalized from Type 1/2.55 optical format.,observation:research:203b2c73e8bbc46e331c,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_xs_max_rear_main,7.0,4.2,,,5.6,source:phonearena-type-1-2-55-reference:d12b3caa124b8993,,,PhoneArena / Type 1/2.55 reference,,https://www.phonearena.com/phones/Apple-iPhone-XR_id10765,camera_module:apple:iphone-xs-max:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P1_guess,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,BRIO,,,,,D,,,research_pass,best_available_guess,Logitech,,main,physical_camera,observation:research:204217d5ae48842cca75,,provisional,inferred_from_published_sensor_class,,inferred,source_url_missing;provisional_guess,,dedicated_camera,logitech_brio,8.0,4.8,,,6.4,source:1-2-inch-sensor-class-dimensions-inferred-from-optical-format:9caf2ff3c9a9d3a7,,,1/2-inch sensor class; dimensions inferred from optical format,,,camera:logitech:brio,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,arri_alexa_mini,research_pass,,ARRI,ALEXA Mini,,,observation:research:206a7aa9cf616bceacad,,,,,published,,,,,,18.13,,,28.17,source:arri-alev-iii-sensor-specifications:30e50066532ddf1f,ARRI ALEV III sensor specifications,,,,,camera:arri:alexa-mini,,,,compiled_spec_value
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,D5100,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:20b4d7f59f36bf09913b,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_d5100,28.2899,15.6,,,23.6,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:d5100,yes,Good working value; source audit still desirable.,,
,P3_verified_or_secondary,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,fp,,,,,A,,,research_pass,verified,Sigma,,main,physical_camera,observation:research:20c4406bbf94a98154f3,,confirmed,primary_source_verified,,published,,,dedicated_camera,sigma_fp,43.1279,23.9,,,35.9,source:sigma-specifications:d0d5739e579036a4,,,Sigma specifications,,https://www.sigma-global.com/en/cameras/fp/,camera:sigma:fp,yes,Use automatically.,,
,,provisional,,,,,Xperia 1 IV,,,optical_format_conversion,,,,,sony_xperia_1_iv_rear_main,research_pass,,Sony,,rear_main,,observation:research:210491445adc73dc6cf5,"1/1.7""",,,,,,,,,,5.647,,,7.529,source:compiled-xperia-camera-specification:6b7e5e9ce93608ab,,,Compiled Xperia camera specification,,,camera_module:sony:xperia-1-iv:rear-main,,,,compiled_spec_value
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Pixel 9 Pro XL,,,,,C,,,research_pass,good_estimate,Google,,rear_ultrawide,,observation:research:213e6924da08c077cb9c,,probable,,,optical_format_conversion,,,mobile_camera_module,google_pixel_9_pro_xl_rear_ultrawide,6.275,3.765,Sony IMX858,,5.02,source:phonearena:de68473718e9b6b8,,"1/2.55""",PhoneArena,,https://www.phonearena.com/phones/Google-Pixel-9-Pro_id12285,camera_module:google:pixel-9-pro-xl:rear-ultrawide,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P3_verified_or_secondary,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS R6 Mark III,,,,,A,,,research_pass,verified,Canon,,main,physical_camera,observation:research:217cf1d810f162a6c81a,,confirmed,primary_source_verified,,published,,,dedicated_camera,canon_eos_r6_mark_iii,43.1279,23.9,,,35.9,source:canon-specifications:e2e2b91a4ff00f66,,,Canon specifications,,https://www.usa.canon.com/support/p/eos-r6-mark-iii,camera:canon:eos-r6-mark-iii,yes,Use automatically.,,
